fishId,fishNo,balance_before,balance_after,difference,elapsed_seconds
1678,1,1625999.68,1625999.68,0.00,292
1679,1,1625999.68,1625999.68,0.00,292
1680,1,1625999.68,1626199.68,200.00,293
1681,1,1626199.68,1626199.68,0.00,294
1682,1,1626199.68,1626199.68,0.00,294
1683,1,1626199.68,1626199.68,0.00,295
1684,1,1626199.68,1626199.68,0.00,295
1685,1,1626199.68,1625899.68,-300.00,296
1686,1,1625899.68,1625899.68,0.00,296
1687,1,1625899.68,1625899.68,0.00,297
1688,1,1625899.68,1625899.68,0.00,297
1691,1,1625899.68,1625899.68,0.00,298
1695,1,1625899.68,1625899.68,0.00,298
1697,1,1625899.68,1625899.68,0.00,299
1699,1,1625899.68,1625599.68,-300.00,299
1700,1,1625599.68,1625599.68,0.00,300
1701,1,1625599.68,1625599.68,0.00,301
1703,1,1625599.68,1625599.68,0.00,301
1706,1,1625599.68,1625599.68,0.00,302
1711,1,1625599.68,1625999.68,400.00,302
1712,1,1625999.68,1625999.68,0.00,303
1713,1,1625999.68,1626299.68,300.00,303
1714,1,1626299.68,1626299.68,0.00,304
1721,1,1626299.68,1626099.68,-200.00,304
1724,1,1626099.68,1626099.68,0.00,305
1727,1,1626099.68,1625899.68,-200.00,305
1751,1,1625899.68,1625899.68,0.00,306
1755,1,1625899.68,1625899.68,0.00,306
1759,1,1625999.68,1625999.68,0.00,307
1777,1,1625999.68,1625999.68,0.00,307
1778,1,1625999.68,1625999.68,0.00,308
1779,1,1625899.68,1625899.68,0.00,308
1780,1,1625899.68,1625899.68,0.00,309
1781,1,1625899.68,1625899.68,0.00,309
1782,1,1625899.68,1625899.68,0.00,310
1783,1,1625899.68,1625899.68,0.00,311
1784,1,1625899.68,1626199.68,300.00,311
1785,1,1626199.68,1626199.68,0.00,312
1786,1,1626199.68,1626199.68,0.00,312
1787,1,1626199.68,1626199.68,0.00,313
1795,1,1626199.68,1626099.68,-100.00,313
1808,1,1626099.68,1626099.68,0.00,314
1809,1,1626099.68,1625899.68,-200.00,314
1810,1,1625899.68,1625899.68,0.00,315
1811,1,1625899.68,1625899.68,0.00,315
1818,1,1625899.68,1625899.68,0.00,316
1821,1,1625899.68,1625899.68,0.00,316
1838,1,1625899.68,1625799.68,-100.00,317
1839,1,1625799.68,1625799.68,0.00,317
1840,1,1625799.68,1625799.68,0.00,318
1841,1,1625999.68,1625999.68,0.00,318
1842,1,1625999.68,1625999.68,0.00,319
1843,1,1625999.68,1625999.68,0.00,320
1844,1,1625999.68,1625999.68,0.00,321
1845,1,1625999.68,1625599.68,-400.00,321
1846,1,1625599.68,1625599.68,0.00,322
1847,1,1625599.68,1625599.68,0.00,322
1848,1,1625599.68,1625599.68,0.00,323
1849,1,1625599.68,1625599.68,0.00,323
1850,1,1625599.68,1624999.68,-600.00,324
1851,1,1624999.68,1624999.68,0.00,324
1897,1,1624999.68,1624999.68,0.00,325
1898,1,1624999.68,1624799.68,-200.00,325
1900,1,1624799.68,1624799.68,0.00,326
1901,1,1624799.68,1624799.68,0.00,326
1905,1,1624799.68,1624799.68,0.00,327
1915,1,1624799.68,1624799.68,0.00,328
1916,1,1624799.68,1624999.68,200.00,328
1917,1,1624999.68,1624999.68,0.00,329
1918,1,1624999.68,1624999.68,0.00,329
1919,1,1624999.68,1624999.68,0.00,330
1920,1,1624999.68,1624999.68,0.00,330
1936,1,1624999.68,1624399.68,-600.00,331
1937,1,1624399.68,1624399.68,0.00,331
1938,1,1624399.68,1624199.68,-200.00,332
1942,1,1624199.68,1624199.68,0.00,332
1947,1,1624199.68,1624499.68,300.00,333
1960,1,1624499.68,1624499.68,0.00,333
1961,1,1624499.68,1624499.68,0.00,334
1962,1,1624499.68,1624499.68,0.00,334
1963,1,1624499.68,1624499.68,0.00,335
1964,1,1624499.68,1624499.68,0.00,335
1965,1,1624499.68,1624599.68,100.00,336
1979,1,1624599.68,1624599.68,0.00,337
1980,1,1624599.68,1624599.68,0.00,337
1981,1,1624599.68,1624599.68,0.00,338
1982,1,1624599.68,1624399.68,-200.00,338
1983,1,1624399.68,1624399.68,0.00,339
1984,1,1624399.68,1624399.68,0.00,339
2004,1,1624399.68,1624399.68,0.00,340
2010,1,1624399.68,1624399.68,0.00,340
2022,1,1624499.68,1624499.68,0.00,341
2023,1,1624499.68,1624499.68,0.00,341
2024,1,1624899.68,1624899.68,0.00,342
2025,1,1624899.68,1624899.68,0.00,342
2026,1,1624899.68,1624799.68,-100.00,343
2027,1,1624799.68,1624799.68,0.00,343
2028,1,1624799.68,1624799.68,0.00,344
2029,1,1624799.68,1624799.68,0.00,345
2030,1,1624799.68,1624799.68,0.00,345
2031,1,1624799.68,1625099.68,300.00,346
2032,1,1625099.68,1625099.68,0.00,346
2053,1,1625099.68,1625099.68,0.00,347
2054,1,1625099.68,1624899.68,-200.00,347
2055,1,1624899.68,1624899.68,0.00,348
2056,1,1624899.68,1624899.68,0.00,348
2087,1,1625099.68,1625099.68,0.00,349
2088,1,1625099.68,1625099.68,0.00,349
2089,1,1625099.68,1624899.68,-200.00,350
2090,1,1624899.68,1624899.68,0.00,350
2091,1,1624899.68,1624899.68,0.00,351
2092,1,1624899.68,1624899.68,0.00,351
2096,1,1624899.68,1624899.68,0.00,352
2097,1,1624399.68,1624399.68,0.00,353
2098,1,1624399.68,1624399.68,0.00,353
2099,1,1624399.68,1624399.68,0.00,354
2100,1,1624399.68,1624399.68,0.00,354
2101,1,1624699.68,1624699.68,0.00,355
2102,1,1624599.68,1624599.68,0.00,355
2103,1,1624599.68,1624599.68,0.00,356
2104,1,1624599.68,1624599.68,0.00,356
2105,1,1624599.68,1624599.68,0.00,357
2106,1,1624199.68,1624199.68,0.00,357
2107,1,1624199.68,1624199.68,0.00,358
2108,1,1624199.68,1624199.68,0.00,358
2118,1,1624199.68,1624199.68,0.00,359
2121,1,1624199.68,1624199.68,0.00,359
2123,1,1624199.68,1624199.68,0.00,360
2124,1,1624199.68,1624199.68,0.00,360
2139,1,1624299.68,1624299.68,0.00,361
2155,1,1624299.68,1624299.68,0.00,362
2157,1,1624299.68,1624299.68,0.00,362
2158,1,1624299.68,1624299.68,0.00,363
2159,1,1624299.68,1624199.68,-100.00,363
2160,1,1624199.68,1624199.68,0.00,364
2161,1,1624199.68,1624199.68,0.00,364
2162,1,1624199.68,1624599.68,400.00,365
2163,1,1624599.68,1624599.68,0.00,365
2164,1,1624599.68,1624599.68,0.00,366
2165,1,1624599.68,1624599.68,0.00,366
2166,1,1624599.68,1624299.68,-300.00,367
2170,1,1624299.68,1624299.68,0.00,367
2171,1,1624299.68,1624299.68,0.00,368
2173,1,1624299.68,1624299.68,0.00,368
2182,1,1624299.68,1624299.68,0.00,369
2184,1,1623899.68,1623899.68,0.00,369
2201,1,1623899.68,1623799.68,-100.00,371
2202,1,1623799.68,1623799.68,0.00,371
2203,1,1623799.68,1623799.68,0.00,372
2204,1,1623799.68,1623799.68,0.00,372
2205,1,1623799.68,1623799.68,0.00,373
2212,1,1623799.68,1623799.68,0.00,373
2214,1,1623799.68,1623799.68,0.00,374
2216,1,1623799.68,1623799.68,0.00,375
2224,1,1623799.68,1623799.68,0.00,375
2235,1,1623799.68,1623799.68,0.00,376
2236,1,1623799.68,1623799.68,0.00,376
2237,1,1623799.68,1623799.68,0.00,377
2238,1,1623799.68,1623799.68,0.00,377
2239,1,1623799.68,1623799.68,0.00,378
2241,1,1623799.68,1623799.68,0.00,378
2242,1,1623799.68,1623799.68,0.00,379
2248,1,1623799.68,1623799.68,0.00,379
2252,1,1623799.68,1623799.68,0.00,380
2274,1,1623799.68,1623799.68,0.00,380
2276,1,1623799.68,1623799.68,0.00,381
2288,1,1623799.68,1623799.68,0.00,381
2289,1,1623799.68,1623799.68,0.00,382
2290,1,1623799.68,1623799.68,0.00,382
2291,1,1623799.68,1623799.68,0.00,383
2292,1,1623799.68,1623799.68,0.00,383
2293,1,1623799.68,1623799.68,0.00,384
2294,1,1623799.68,1623799.68,0.00,385
2295,1,1623799.68,1623799.68,0.00,385
2296,1,1623799.68,1623799.68,0.00,386
2297,1,1623799.68,1623799.68,0.00,386
2298,1,1623799.68,1623799.68,0.00,387
2299,1,1623799.68,1623799.68,0.00,387
2300,1,1623799.68,1623799.68,0.00,388
2301,1,1623799.68,1623799.68,0.00,388
2302,1,1623799.68,1623799.68,0.00,389
2321,1,1623799.68,1623799.68,0.00,389
2325,1,1623799.68,1623799.68,0.00,390
2327,1,1623799.68,1623799.68,0.00,390
2328,1,1623799.68,1623799.68,0.00,391
2332,1,1623799.68,1623799.68,0.00,391
2333,1,1623799.68,1623799.68,0.00,392
2334,1,1623799.68,1623799.68,0.00,393
2335,1,1623799.68,1623799.68,0.00,393
2336,1,1623799.68,1623799.68,0.00,394
2337,1,1623799.68,1623799.68,0.00,394
2338,1,1623799.68,1623799.68,0.00,395
2339,1,1623799.68,1623799.68,0.00,395
2340,1,1623799.68,1623799.68,0.00,396
2357,1,1623799.68,1623799.68,0.00,396
2358,1,1623799.68,1623799.68,0.00,397
2364,1,1623799.68,1623799.68,0.00,397
2370,1,1623799.68,1623799.68,0.00,398
2371,1,1623799.68,1623799.68,0.00,398
2372,1,1623799.68,1623799.68,0.00,399
2376,1,1623799.68,1623799.68,0.00,399
2378,1,1623799.68,1623799.68,0.00,400
2379,1,1623799.68,1623799.68,0.00,401
2387,1,1623799.68,1623799.68,0.00,401
2388,1,1623799.68,1623799.68,0.00,402
2389,1,1623799.68,1623799.68,0.00,402
2390,1,1623799.68,1623799.68,0.00,403
2391,1,1623799.68,1623799.68,0.00,403
2392,1,1623799.68,1623799.68,0.00,404
2393,1,1623799.68,1623799.68,0.00,404
2394,1,1623799.68,1623799.68,0.00,405
2395,1,1623799.68,1623799.68,0.00,405
2396,1,1623799.68,1623799.68,0.00,406
2397,1,1623799.68,1623799.68,0.00,406
2398,1,1623799.68,1623799.68,0.00,407
2399,1,1623799.68,1623799.68,0.00,407
2400,1,1623799.68,1623799.68,0.00,408
2404,1,1623799.68,1623799.68,0.00,408
2406,1,1623799.68,1623799.68,0.00,409
2407,1,1623799.68,1623799.68,0.00,410
2408,1,1623799.68,1623799.68,0.00,410
2409,1,1623799.68,1623799.68,0.00,411
2410,1,1623799.68,1623799.68,0.00,411
2411,1,1623799.68,1623799.68,0.00,412
2412,1,1623799.68,1623799.68,0.00,412
2413,1,1623799.68,1623799.68,0.00,413
2414,1,1623799.68,1623799.68,0.00,413
2415,1,1623799.68,1623799.68,0.00,414
2416,1,1623799.68,1623799.68,0.00,414
2417,1,1623799.68,1623799.68,0.00,415
2422,1,1623799.68,1623799.68,0.00,415
2424,1,1623799.68,1623799.68,0.00,416
2425,1,1623799.68,1623799.68,0.00,416
2434,1,1623799.68,1623799.68,0.00,417
2435,1,1623799.68,1623799.68,0.00,418
2436,1,1623799.68,1623799.68,0.00,418
2440,1,1623799.68,1623799.68,0.00,419
2447,1,1623799.68,1623799.68,0.00,419
2449,1,1623799.68,1623799.68,0.00,420
2450,1,1623799.68,1623799.68,0.00,420
2451,1,1623799.68,1623799.68,0.00,421
2452,1,1623799.68,1623799.68,0.00,421
2453,1,1623799.68,1623799.68,0.00,422
2461,1,1623799.68,1623799.68,0.00,422
2462,1,1623799.68,1623799.68,0.00,423
2463,1,1623799.68,1623799.68,0.00,423
2464,1,1623799.68,1623799.68,0.00,424
2465,1,1623799.68,1623799.68,0.00,424
2466,1,1623799.68,1623799.68,0.00,425
2481,1,1623799.68,1623799.68,0.00,426
2482,1,1623799.68,1623799.68,0.00,426
2483,1,1623799.68,1623799.68,0.00,427
2484,1,1623799.68,1623799.68,0.00,427
2485,1,1623799.68,1623799.68,0.00,428
2486,1,1623799.68,1623799.68,0.00,428
2501,1,1623799.68,1623799.68,0.00,429
2503,1,1623799.68,1623799.68,0.00,429
2510,1,1623799.68,1623799.68,0.00,430
2511,1,1623799.68,1623799.68,0.00,430
2512,1,1623799.68,1623799.68,0.00,431
2513,1,1623799.68,1623799.68,0.00,431
2514,1,1623799.68,1623799.68,0.00,432
2515,1,1623799.68,1623799.68,0.00,432
2516,1,1623799.68,1623799.68,0.00,433
2535,1,1623799.68,1623799.68,0.00,433
2536,1,1623799.68,1623799.68,0.00,434
2537,1,1623799.68,1623799.68,0.00,435
2538,1,1623799.68,1623799.68,0.00,435
2539,1,1623799.68,1623799.68,0.00,436
2540,1,1623799.68,1623799.68,0.00,436
2541,1,1623799.68,1623799.68,0.00,437
2542,1,1623799.68,1623799.68,0.00,437
2555,1,1623799.68,1623799.68,0.00,438
2556,1,1623799.68,1623799.68,0.00,438
2557,1,1623799.68,1623799.68,0.00,439
2564,1,1623799.68,1623799.68,0.00,439
2565,1,1623799.68,1623799.68,0.00,440
2567,1,1623799.68,1623799.68,0.00,440
2568,1,1623799.68,1623799.68,0.00,441
2569,1,1623799.68,1623799.68,0.00,441
2572,1,1623799.68,1623799.68,0.00,442
2594,1,1623799.68,1623799.68,0.00,442
2595,1,1623799.68,1623799.68,0.00,443
2596,1,1623799.68,1623799.68,0.00,444
2597,1,1623799.68,1623799.68,0.00,444
2598,1,1623799.68,1623799.68,0.00,445
2599,1,1623799.68,1623799.68,0.00,445
2613,1,1623799.68,1623799.68,0.00,446
2614,1,1623799.68,1623799.68,0.00,446
2632,1,1623799.68,1623799.68,0.00,447
2633,1,1623799.68,1623799.68,0.00,447
2634,1,1623799.68,1623799.68,0.00,448
2635,1,1623799.68,1623799.68,0.00,448
2636,1,1623799.68,1623799.68,0.00,449
2668,1,1623799.68,1623799.68,0.00,449
2669,1,1623799.68,1623799.68,0.00,450
2670,1,1623799.68,1623799.68,0.00,450
2671,1,1623799.68,1623799.68,0.00,451
2672,1,1623799.68,1623799.68,0.00,451
2673,1,1623799.68,1623799.68,0.00,452
2697,1,1623799.68,1623799.68,0.00,452
2698,1,1623799.68,1623799.68,0.00,453
2699,1,1623799.68,1623799.68,0.00,454
2700,1,1623799.68,1623799.68,0.00,454
2701,1,1623799.68,1623799.68,0.00,455
2702,1,1623799.68,1623799.68,0.00,455
2703,1,1623799.68,1623799.68,0.00,456
2704,1,1623799.68,1623799.68,0.00,456
2723,1,1623799.68,1623799.68,0.00,457
2726,1,1623799.68,1623799.68,0.00,457
2727,1,1623799.68,1623799.68,0.00,458
2728,1,1623799.68,1623799.68,0.00,458
2729,1,1623799.68,1623799.68,0.00,459
2730,1,1623799.68,1623799.68,0.00,459
2731,1,1623799.68,1623799.68,0.00,460
2732,1,1623799.68,1623799.68,0.00,460
2733,1,1623799.68,1623799.68,0.00,461
2734,1,1623799.68,1623799.68,0.00,461
2735,1,1623799.68,1623799.68,0.00,462
2736,1,1623799.68,1623799.68,0.00,462
2745,1,1623799.68,1623799.68,0.00,463
2746,1,1623799.68,1623799.68,0.00,464
2757,1,1623799.68,1623799.68,0.00,464
2759,1,1623799.68,1623799.68,0.00,465
2760,1,1623799.68,1623799.68,0.00,465
2761,1,1623799.68,1623799.68,0.00,466
2762,1,1623799.68,1623799.68,0.00,466
2763,1,1623799.68,1623799.68,0.00,467
2780,1,1623799.68,1623799.68,0.00,467
2781,1,1623799.68,1623799.68,0.00,468
2782,1,1623799.68,1623799.68,0.00,468
2783,1,1623799.68,1623799.68,0.00,469
2784,1,1623799.68,1623799.68,0.00,469
2785,1,1623799.68,1623799.68,0.00,470
2796,1,1623799.68,1623799.68,0.00,470
2797,1,1623799.68,1623799.68,0.00,471
2810,1,1623799.68,1623799.68,0.00,471
2811,1,1623799.68,1623799.68,0.00,472
2812,1,1623799.68,1623799.68,0.00,472
2813,1,1623799.68,1623799.68,0.00,473
2814,1,1623799.68,1623799.68,0.00,474
2815,1,1623799.68,1623799.68,0.00,474
2816,1,1623799.68,1623799.68,0.00,475
2817,1,1623799.68,1623799.68,0.00,475
2844,1,1623799.68,1623799.68,0.00,476
2855,1,1623799.68,1623799.68,0.00,476
2861,1,1623799.68,1623799.68,0.00,477
2862,1,1623799.68,1623799.68,0.00,477
2863,1,1623799.68,1623799.68,0.00,478
2865,1,1623799.68,1623799.68,0.00,478
2866,1,1623799.68,1623799.68,0.00,479
2867,1,1623799.68,1623799.68,0.00,479
2868,1,1623799.68,1623799.68,0.00,480
2869,1,1623799.68,1623799.68,0.00,480
2870,1,1623799.68,1623799.68,0.00,481
2871,1,1623799.68,1623799.68,0.00,482
2872,1,1623799.68,1623799.68,0.00,482
2873,1,1623799.68,1623799.68,0.00,483
2874,1,1623799.68,1623799.68,0.00,483
2875,1,1623799.68,1623799.68,0.00,484
2879,1,1623799.68,1623799.68,0.00,484
2884,1,1623799.68,1623799.68,0.00,485
2894,1,1623799.68,1623799.68,0.00,485
2898,1,1623799.68,1623799.68,0.00,486
2899,1,1623799.68,1623799.68,0.00,486
2900,1,1623799.68,1623799.68,0.00,487
2901,1,1623799.68,1623799.68,0.00,487
2905,1,1623799.68,1623799.68,0.00,488
2906,1,1623799.68,1623799.68,0.00,488
2907,1,1623799.68,1623799.68,0.00,489
2908,1,1623799.68,1623799.68,0.00,490
2944,1,1623799.68,1623799.68,0.00,490
2955,1,1623799.68,1623799.68,0.00,491
2956,1,1623799.68,1623799.68,0.00,491
2970,1,1623799.68,1623799.68,0.00,492
2971,1,1623799.68,1623799.68,0.00,492
2972,1,1623799.68,1623799.68,0.00,493
2973,1,1623799.68,1623799.68,0.00,493
2974,1,1623799.68,1623799.68,0.00,494
2975,1,1623799.68,1623799.68,0.00,494
2991,1,1623799.68,1623799.68,0.00,495
2992,1,1623799.68,1623799.68,0.00,495
2993,1,1623799.68,1623799.68,0.00,496
2997,1,1623799.68,1623799.68,0.00,496
3015,1,1623799.68,1623799.68,0.00,497
3016,1,1623799.68,1623799.68,0.00,498
3017,1,1623799.68,1623799.68,0.00,498
3018,1,1623799.68,1623799.68,0.00,499
3019,1,1623799.68,1623799.68,0.00,499
3020,1,1623799.68,1623799.68,0.00,500
3033,1,1623799.68,1623799.68,0.00,500
3034,1,1623799.68,1623799.68,0.00,501
3035,1,1623799.68,1623799.68,0.00,501
3036,1,1623799.68,1623799.68,0.00,502
3037,1,1623799.68,1623799.68,0.00,502
3038,1,1623799.68,1623799.68,0.00,503
3039,1,1623799.68,1623799.68,0.00,503
3058,1,1623799.68,1623799.68,0.00,504
3062,1,1623799.68,1623799.68,0.00,504
3066,1,1623799.68,1623799.68,0.00,505
3067,1,1623799.68,1623799.68,0.00,506
3103,1,1623799.68,1623799.68,0.00,506
3143,1,1623799.68,1623799.68,0.00,507
3144,1,1623799.68,1623799.68,0.00,507
3145,1,1623799.68,1623799.68,0.00,508
3146,1,1623799.68,1623799.68,0.00,508
3147,1,1623799.68,1623799.68,0.00,509
3148,1,1623799.68,1623799.68,0.00,509
3149,1,1623799.68,1623799.68,0.00,510
3175,1,1623799.68,1623799.68,0.00,510
3197,1,1623799.68,1623799.68,0.00,511
3198,1,1623799.68,1623799.68,0.00,511
3199,1,1623799.68,1623799.68,0.00,512
3200,1,1623799.68,1623799.68,0.00,512
3204,1,1623799.68,1623799.68,0.00,513
3205,1,1623799.68,1623799.68,0.00,513
3206,1,1623799.68,1623799.68,0.00,514
3207,1,1623799.68,1623799.68,0.00,515
3208,1,1623799.68,1623799.68,0.00,515
3209,1,1623799.68,1623799.68,0.00,516
3210,1,1623799.68,1623799.68,0.00,516
3211,1,1623799.68,1623799.68,0.00,517
3212,1,1623799.68,1623799.68,0.00,517
3228,1,1623799.68,1623799.68,0.00,518
3230,1,1623799.68,1623799.68,0.00,518
3244,1,1623799.68,1623799.68,0.00,519
3266,1,1623799.68,1623799.68,0.00,519
3267,1,1623799.68,1623799.68,0.00,520
3268,1,1623799.68,1623799.68,0.00,520
3269,1,1623799.68,1623799.68,0.00,521
3270,1,1623799.68,1623799.68,0.00,521
3272,1,1623799.68,1623799.68,0.00,522
3278,1,1623799.68,1623799.68,0.00,522
3279,1,1623799.68,1623799.68,0.00,523
3297,1,1623799.68,1623799.68,0.00,524
3301,1,1623799.68,1623799.68,0.00,524
3302,1,1623799.68,1623799.68,0.00,525
3303,1,1623799.68,1623799.68,0.00,525
3304,1,1623799.68,1623799.68,0.00,526
3305,1,1623799.68,1623799.68,0.00,526
3306,1,1623799.68,1623799.68,0.00,527
3307,1,1623799.68,1623799.68,0.00,527
3312,1,1623799.68,1623799.68,0.00,528
3314,1,1623799.68,1623799.68,0.00,528
3315,1,1623799.68,1623799.68,0.00,529
3316,1,1623799.68,1623799.68,0.00,529
3317,1,1623799.68,1623799.68,0.00,530
3318,1,1623799.68,1623799.68,0.00,530
3319,1,1623799.68,1623799.68,0.00,531
3320,1,1623799.68,1623799.68,0.00,532
3321,1,1623799.68,1623799.68,0.00,532
3337,1,1623799.68,1623799.68,0.00,533
3338,1,1623799.68,1623799.68,0.00,533
3345,1,1623799.68,1623799.68,0.00,534
3346,1,1623799.68,1623799.68,0.00,534
3347,1,1623799.68,1623799.68,0.00,535
3349,1,1623799.68,1623799.68,0.00,535
3350,1,1623799.68,1623799.68,0.00,536
3351,1,1623799.68,1623799.68,0.00,536
3352,1,1623799.68,1623799.68,0.00,537
3353,1,1623799.68,1623799.68,0.00,537
3354,1,1623799.68,1623799.68,0.00,538
3355,1,1623799.68,1623799.68,0.00,538
3356,1,1623799.68,1623799.68,0.00,539
3357,1,1623799.68,1623799.68,0.00,540
3358,1,1623799.68,1623799.68,0.00,540
3359,1,1623799.68,1623799.68,0.00,541
3360,1,1623799.68,1623799.68,0.00,541
3362,1,1623799.68,1623799.68,0.00,542
3363,1,1623799.68,1623799.68,0.00,542
3364,1,1623799.68,1623799.68,0.00,543
3365,1,1623799.68,1623799.68,0.00,543
3366,1,1623799.68,1623799.68,0.00,544
3367,1,1623799.68,1623799.68,0.00,544
3368,1,1623799.68,1623799.68,0.00,545
3370,1,1623799.68,1623799.68,0.00,545
3371,1,1623799.68,1623799.68,0.00,546
3372,1,1623799.68,1623799.68,0.00,546
3373,1,1623799.68,1623799.68,0.00,547
3374,1,1623799.68,1623799.68,0.00,548
3375,1,1623799.68,1623799.68,0.00,548
3376,1,1623799.68,1623799.68,0.00,549
3377,1,1623799.68,1623799.68,0.00,549
3378,1,1623799.68,1623799.68,0.00,550
3379,1,1623799.68,1623799.68,0.00,550
3390,1,1623799.68,1623799.68,0.00,551
3391,1,1623799.68,1623799.68,0.00,551
3420,1,1623799.68,1623799.68,0.00,552
3421,1,1623799.68,1623799.68,0.00,553
3422,1,1623799.68,1623799.68,0.00,553
3423,1,1623799.68,1623799.68,0.00,554
3424,1,1623799.68,1623799.68,0.00,554
3428,1,1623799.68,1623799.68,0.00,555
3430,1,1623799.68,1623799.68,0.00,555
3431,1,1623799.68,1623799.68,0.00,556
3432,1,1623799.68,1623799.68,0.00,556
3433,1,1623799.68,1623799.68,0.00,557
3445,1,1623799.68,1623799.68,0.00,557
3446,1,1623799.68,1623799.68,0.00,558
3458,1,1623799.68,1623799.68,0.00,559
3459,1,1623799.68,1623799.68,0.00,559
3460,1,1623799.68,1623799.68,0.00,560
3461,1,1623799.68,1623799.68,0.00,560
3462,1,1623799.68,1623799.68,0.00,561
3463,1,1623799.68,1623799.68,0.00,561
3464,1,1623799.68,1623799.68,0.00,562
3476,1,1623799.68,1623799.68,0.00,562
3479,1,1623799.68,1623799.68,0.00,563
3487,1,1623799.68,1623799.68,0.00,563
3488,1,1623799.68,1623799.68,0.00,564
3489,1,1623799.68,1623799.68,0.00,565
3490,1,1623799.68,1623799.68,0.00,565
3491,1,1623799.68,1623799.68,0.00,566
3492,1,1623799.68,1623799.68,0.00,566
3493,1,1623799.68,1623799.68,0.00,567
3494,1,1623799.68,1623799.68,0.00,567
3497,1,1623799.68,1623799.68,0.00,568
3498,1,1623799.68,1623799.68,0.00,568
3499,1,1623799.68,1623799.68,0.00,569
